pid,duration,fps,width,height,aspect_ratio,total_frames
POST00001386,9.1,30.0,576,1024,0.5625,273
POST00002587,19.26926926926927,55.52883116883117,778,576,1.3506944444444444,1070
POST00002893,73.00633967300634,29.97,576,1024,0.5625,2188
POST00002467,11.066666666666666,30.0,576,1024,0.5625,332
POST00002455,24.190857524190857,23.976,576,1024,0.5625,580
POST00001768,7.841174507841174,24.231063829787235,576,1030,0.5592233009708738,190
POST00000191,43.35,37.80853517877739,576,1024,0.5625,1639
POST00001337,20.1,30.0,576,1024,0.5625,603
POST00001955,12.133333333333335,29.917582417582416,576,1024,0.5625,363
POST00000010,25.05,36.92614770459082,576,1024,0.5625,925
POST00001025,9.116666666666667,60.0,576,1024,0.5625,547
POST00002212,51.06666666666667,30.0,1108,544,2.036764705882353,1532
POST00000168,9.166666666666666,30.0,576,1024,0.5625,275
POST00003277,5.6,30.0,576,1024,0.5625,168
POST00002024,16.77975732860915,29.917,576,1024,0.5625,502
POST00002168,37.46666666666667,30.0,576,1024,0.5625,1124
POST00000859,18.01801801801802,23.976,576,1024,0.5625,432
POST00003077,39.43943943943944,59.94,576,972,0.5925925925925926,2364
POST00002257,48.0,30.0,576,1024,0.5625,1440
POST00000044,38.06666666666667,30.0,576,1024,0.5625,1142
POST00002986,112.0286953620287,23.976,576,1024,0.5625,2686
POST00002348,6.7,30.0,576,1024,0.5625,201
POST00002889,220.78745412078746,29.97,576,1024,0.5625,6617
POST00000295,83.3,30.0,576,1024,0.5625,2499
POST00001718,99.73333333333333,30.0,576,1024,0.5625,2992
POST00000944,30.066666666666666,30.0,576,1024,0.5625,902
POST00002017,15.933333333333334,30.0,576,1024,0.5625,478
POST00000422,59.833333333333336,30.0,1024,576,1.7777777777777777,1795
POST00000197,70.83333333333333,30.0,576,1024,0.5625,2125
POST00000382,15.1,29.867549668874172,540,960,0.5625,451
POST00003505,121.13333333333334,30.0,576,1024,0.5625,3634
POST00002034,59.96666666666667,30.0,576,1024,0.5625,1799
POST00002558,47.8,30.0,576,1024,0.5625,1434
POST00003235,29.533333333333335,30.0,576,1024,0.5625,886
POST00000606,30.016666666666666,60.0,544,960,0.5666666666666667,1801
POST00000115,20.233333333333334,30.0,576,1024,0.5625,607
POST00003803,30.133333333333333,30.0,576,1024,0.5625,904
POST00001896,40.790790790790794,23.976,576,1024,0.5625,978
POST00002922,23.533333333333335,30.0,576,898,0.6414253897550112,706
POST00003940,101.56666666666666,30.0,576,1024,0.5625,3047
POST00003646,28.3,30.0,576,1016,0.5669291338582677,849
POST00001193,5.466666666666667,30.0,576,1024,0.5625,164
POST00002864,5.233333333333333,30.0,576,1024,0.5625,157
POST00000486,9.476142809476142,29.97,576,1024,0.5625,284
POST00003202,22.25,43.46067415730337,576,1024,0.5625,967
POST00002256,8.166666666666666,30.0,576,1024,0.5625,245
POST00003209,64.75,60.0,576,1024,0.5625,3885
POST00001795,11.933333333333334,30.0,576,1024,0.5625,358
POST00000411,15.133333333333333,30.0,576,1024,0.5625,454
POST00001886,10.401386851580211,29.996,576,1024,0.5625,312
POST00000754,24.541207874541207,59.57326988443236,576,1024,0.5625,1462
POST00002802,34.9,60.0,576,1024,0.5625,2094
POST00003052,54.199999999999996,28.837638376383765,576,1024,0.5625,1563
POST00001616,15.0,30.0,576,1024,0.5625,450
POST00003996,19.352686019352685,29.97,576,1024,0.5625,580
POST00002285,32.2,30.0,576,1024,0.5625,966
POST00002497,65.06666666666668,29.73872950819672,576,1024,0.5625,1935
POST00003263,32.166666666666664,29.875647668393782,576,1024,0.5625,961
POST00002509,25.6,60.0,576,1024,0.5625,1536
POST00000511,30.833333333333332,30.0,576,1024,0.5625,925
POST00000840,54.3,30.0,576,1024,0.5625,1629
POST00003051,9.444444444444445,27.0,576,1024,0.5625,255
POST00002624,69.96022328442022,29.917,576,1024,0.5625,2093
POST00003261,29.066666666666666,30.0,576,1024,0.5625,872
POST00004000,15.066666666666666,30.0,576,1024,0.5625,452
POST00003198,15.066666666666666,60.0,576,1024,0.5625,904
POST00001122,9.5,30.0,576,1024,0.5625,285
POST00000884,41.13333333333333,29.975688816855754,576,1024,0.5625,1233
POST00001304,105.93333333333334,30.0,576,768,0.75,3178
POST00000594,37.49582916249583,23.976,576,1024,0.5625,899
POST00000097,24.466666666666665,30.0,1024,576,1.7777777777777777,734
POST00003627,109.10910910910911,23.976,576,1024,0.5625,2616
POST00000085,57.1,30.0,576,1024,0.5625,1713
POST00001092,9.233333333333333,30.0,576,1024,0.5625,277
POST00001711,89.98333333333333,29.694387849601778,576,1024,0.5625,2672
POST00003322,54.833333333333336,30.0,576,1024,0.5625,1645
POST00001680,17.733333333333334,30.0,576,1024,0.5625,532
POST00002820,29.933333333333334,30.0,576,1024,0.5625,898
POST00003273,73.08822937220634,24.833,576,1024,0.5625,1815
POST00000244,53.7,30.0,576,1024,0.5625,1611
POST00001781,6.1,30.0,576,1024,0.5625,183
POST00000938,8.8,30.0,576,1024,0.5625,264
POST00000615,46.5,30.0,576,1246,0.4622792937399679,1395
POST00003777,11.233333333333333,30.0,576,768,0.75,337
POST00003426,18.933333333333334,30.0,576,1024,0.5625,568
POST00002931,42.86666666666667,29.883359253499222,576,1024,0.5625,1281
POST00000034,145.4,30.0,540,1002,0.5389221556886228,4362
POST00002918,17.4,30.0,576,1024,0.5625,522
POST00000952,15.033333333333333,30.0,576,1024,0.5625,451
POST00000171,15.115115115115115,29.97,540,960,0.5625,453
POST00002695,26.066666666666666,30.0,576,1024,0.5625,782
POST00000159,18.583333333333332,60.0,960,540,1.7777777777777777,1115
POST00000194,11.9,18.823529411764707,540,960,0.5625,224
POST00003458,67.33333333333333,30.0,576,1024,0.5625,2020
POST00000929,9.183333333333334,30.490018148820326,576,1024,0.5625,280
POST00003648,42.37570904237571,23.976,576,1024,0.5625,1016
POST00001838,77.01034367701034,29.97,576,1024,0.5625,2308
POST00003957,15.815815815815817,29.97,576,1024,0.5625,474
POST00000734,18.5,38.54054054054054,576,1024,0.5625,713
POST00001331,32.166666666666664,30.0,576,1024,0.5625,965
POST00003312,33.1,30.0,576,1246,0.4622792937399679,993
POST00003156,10.266666666666667,30.0,576,1024,0.5625,308
POST00001019,13.9,30.0,576,1024,0.5625,417
POST00001594,29.2,30.0,576,1024,0.5625,876
POST00001377,20.2,30.0,576,1024,0.5625,606
POST00000562,13.913913913913914,29.97,576,1024,0.5625,417
POST00001589,12.866666666666667,30.0,576,1024,0.5625,386
POST00001023,15.1,29.867549668874172,576,1024,0.5625,451
POST00001973,30.533333333333335,30.0,576,1024,0.5625,916
POST00001581,32.0653987320654,29.97,576,1024,0.5625,961
POST00000586,7.583333333333333,33.89010989010989,576,1024,0.5625,257
POST00001893,41.4,30.0,576,1024,0.5625,1242
POST00000173,8.733333333333333,30.0,576,1034,0.5570599613152805,262
POST00001394,42.266666666666666,30.0,576,1024,0.5625,1268
POST00002093,33.46666666666667,30.0,576,1024,0.5625,1004
POST00001427,10.343677010343677,23.976,576,1024,0.5625,248
POST00003544,71.40473807140474,29.97,576,1024,0.5625,2140
POST00003836,16.033333333333335,30.0,576,1024,0.5625,481
POST00001466,143.26666666666668,30.0,576,1024,0.5625,4298
POST00000810,7.991324657991325,59.94,576,1024,0.5625,479
POST00003959,9.266666666666667,30.0,576,1024,0.5625,278
POST00003920,22.9,30.0,576,1024,0.5625,687
POST00000276,9.466666666666667,30.0,576,1024,0.5625,284
POST00003191,57.900000000000006,53.747841105354055,576,1024,0.5625,3112
POST00003484,11.866666666666667,30.0,576,1024,0.5625,356
POST00002211,34.7,30.0,576,1024,0.5625,1041
POST00002807,7.666666666666667,30.0,576,1024,0.5625,230
POST00000618,9.516666666666667,60.0,576,1024,0.5625,571
POST00003403,12.866666666666667,30.0,576,1024,0.5625,386
POST00003064,13.133333333333333,30.0,576,1024,0.5625,394
POST00003670,47.233333333333334,29.894142554693012,576,1024,0.5625,1412
POST00003262,43.48717948717948,35.895636792452834,576,1024,0.5625,1561
POST00001947,9.516666666666667,60.0,576,1024,0.5625,571
POST00003399,81.5,30.0,576,1024,0.5625,2445
POST00001573,9.9,30.0,576,1024,0.5625,297
POST00003537,69.1,30.0,576,1024,0.5625,2073
POST00000124,8.0,30.0,576,1024,0.5625,240
POST00000604,9.88,25.0,576,1024,0.5625,247
POST00001166,5.1,30.0,576,1122,0.5133689839572193,153
POST00000286,5.466666666666667,30.0,576,1024,0.5625,164
POST00003539,17.433333333333334,29.88527724665392,576,1024,0.5625,521
POST00000581,9.233333333333333,30.0,576,1024,0.5625,277
POST00000515,51.317984651317985,29.97,576,1024,0.5625,1538
POST00002540,93.96666666666667,30.0,576,1024,0.5625,2819
POST00001480,16.48314981648315,29.97,576,1024,0.5625,494
POST00001454,30.566666666666666,30.0,576,1024,0.5625,917
POST00001282,15.715715715715715,29.97,576,1024,0.5625,471
POST00002822,51.38471805138472,59.94,576,1024,0.5625,3080
POST00002869,33.85,60.0,576,1024,0.5625,2031
POST00002734,20.766666666666666,30.0,576,1024,0.5625,623
POST00003394,92.4,60.0,576,1024,0.5625,5544
POST00000497,10.0,30.0,1272,720,1.7666666666666666,300
POST00001820,7.1,30.0,576,1024,0.5625,213
POST00000690,25.03333333333333,29.96005326231691,576,1024,0.5625,750
POST00000503,18.233333333333334,30.0,576,1024,0.5625,547
POST00002658,16.4,25.0,576,1024,0.5625,410
POST00000362,12.2,10.0,576,1024,0.5625,122
POST00003095,59.833333333333336,30.0,576,1024,0.5625,1795
POST00000211,179.3,27.518126045733407,576,1246,0.4622792937399679,4934
POST00002846,10.6,30.0,576,1024,0.5625,318
POST00000424,58.03333333333333,30.0,576,1024,0.5625,1741
POST00001942,126.06666666666668,29.97620306716023,576,1024,0.5625,3779
POST00002190,12.433333333333334,30.0,576,1024,0.5625,373
POST00000922,43.2,30.0,576,1024,0.5625,1296
POST00001760,70.77077077077077,29.97,576,1024,0.5625,2121
POST00002980,7.033333333333333,29.85781990521327,576,1024,0.5625,210
POST00000368,55.86666666666667,30.0,576,1024,0.5625,1676
POST00001907,56.5,29.98230088495575,576,1280,0.45,1694
POST00000907,6.1,30.0,576,1024,0.5625,183
POST00003533,13.3,30.0,576,1024,0.5625,399
POST00002415,8.133333333333333,30.24590163934426,576,1024,0.5625,246
POST00002566,15.733333333333333,30.0,576,1024,0.5625,472
POST00001402,60.51885218551885,23.976,576,1024,0.5625,1451
POST00003546,9.7,29.896907216494846,576,1024,0.5625,290
POST00003767,7.866666666666666,30.0,576,1024,0.5625,236
POST00001320,13.733333333333333,30.0,576,1024,0.5625,412
POST00003047,17.625,24.0,576,1024,0.5625,423
POST00000760,13.947280613947282,29.97,576,1024,0.5625,418
POST00000815,20.82082082082082,29.97,576,922,0.6247288503253796,624
POST00000375,21.866666666666667,60.0,576,1024,0.5625,1312
POST00000761,12.212212212212213,29.97,576,1024,0.5625,366
POST00002227,30.933333333333334,29.967672413793103,576,1024,0.5625,927
POST00003176,52.9,30.0,576,1024,0.5625,1587
POST00000088,21.466666666666665,30.0,576,1024,0.5625,644
POST00002213,33.733333333333334,30.0,576,1024,0.5625,1012
POST00002974,31.9652986319653,29.97,576,1024,0.5625,958
POST00002039,29.346012679346014,59.94,576,1024,0.5625,1759
POST00002369,58.39172505839173,23.976,576,1024,0.5625,1400
POST00001062,40.16516516516516,23.976,576,1024,0.5625,963
POST00002977,59.68,25.0,576,1024,0.5625,1492
POST00002968,58.16666666666667,30.67048710601719,576,1024,0.5625,1784
POST00000496,77.36666666666666,30.0,576,1024,0.5625,2321
POST00003017,190.70000000000002,29.994756161510225,576,1024,0.5625,5720
POST00002343,45.7,30.0,576,1024,0.5625,1371
POST00003342,88.3,30.0,576,1024,0.5625,2649
POST00001651,143.13333333333333,29.979040521658128,576,1024,0.5625,4291
POST00002993,13.346680013346681,23.976,576,1024,0.5625,320
POST00001902,59.21666666666667,30.227976358007318,576,1024,0.5625,1790
POST00002396,123.5,30.0,576,1024,0.5625,3705
POST00003973,62.5,30.0,576,1024,0.5625,1875
POST00003807,216.53333333333333,30.0,576,1280,0.45,6496
POST00002880,12.566666666666666,30.0,576,1024,0.5625,377
POST00000732,11.745078411745078,29.97,576,1024,0.5625,352
POST00000264,36.63333333333333,30.0,576,1024,0.5625,1099
POST00001434,18.051384718051384,54.17866913123845,576,1024,0.5625,978
POST00003928,20.566666666666666,30.0,576,1024,0.5625,617
POST00001307,25.85,59.38104448742747,576,1024,0.5625,1535
POST00001924,46.95,60.0,576,1024,0.5625,2817
POST00003485,41.266666666666666,30.0,576,720,0.8,1238
POST00002165,14.466666666666667,30.0,576,1024,0.5625,434
POST00002484,15.0,30.0,576,1024,0.5625,450
POST00001979,14.966666666666667,30.0,576,1024,0.5625,449
POST00001659,8.966666666666667,30.0,576,1024,0.5625,269
POST00002551,89.6,30.0,576,1028,0.5603112840466926,2688
POST00002075,35.61895228561895,23.976,576,1024,0.5625,854
POST00000831,30.5,30.0,720,1280,0.5625,915
POST00003768,292.73333333333335,30.0,576,1024,0.5625,8782
POST00003192,6.966666666666667,30.0,576,1024,0.5625,209
POST00001748,9.2,30.0,576,1024,0.5625,276
POST00000002,52.36666666666667,30.0,576,1024,0.5625,1571
POST00001843,75.3,30.0,576,1024,0.5625,2259
POST00000634,93.43333333333334,30.0,720,1280,0.5625,2803
POST00003395,97.8978978978979,59.94,720,1278,0.5633802816901409,5868
POST00002960,35.53553553553554,29.97,576,1024,0.5625,1065
POST00000798,54.8,30.0,576,1024,0.5625,1644
POST00001270,31.2645979312646,29.97,576,1024,0.5625,937
POST00000578,26.933333333333334,30.0,576,1024,0.5625,808
POST00002303,38.13333333333333,30.0,576,1024,0.5625,1144
POST00002651,60.6,30.0,576,1024,0.5625,1818
POST00002322,26.666666666666668,30.0,576,1024,0.5625,800
POST00001972,7.333333333333333,30.0,576,1024,0.5625,220
POST00000680,6.6,30.0,576,1024,0.5625,198
POST00001883,11.0,24.0,576,1024,0.5625,264
POST00001995,24.866666666666667,28.672922252010725,576,1024,0.5625,713
POST00000829,22.633333333333333,30.0,576,1024,0.5625,679
POST00000256,13.9,30.0,576,1024,0.5625,417
POST00000225,49.5,30.0,576,1024,0.5625,1485
POST00002102,5.972639305972639,29.97,576,1024,0.5625,179
POST00000036,38.333333333333336,30.0,576,1024,0.5625,1150
POST00002588,18.952285618952285,29.97,576,1024,0.5625,568
POST00001910,41.233333333333334,30.0,576,1024,0.5625,1237
POST00001479,15.366666666666667,30.0,576,1024,0.5625,461
POST00001497,53.7,30.0,576,1024,0.5625,1611
POST00003449,138.00467133800467,29.97,576,1050,0.5485714285714286,4136
POST00001392,5.066666666666666,30.0,576,1024,0.5625,152
POST00003866,30.833333333333332,30.0,576,1024,0.5625,925
POST00002176,19.7,30.0,576,1024,0.5625,591
POST00000768,19.066666666666666,30.0,576,1024,0.5625,572
POST00003815,11.466666666666667,30.0,576,1022,0.5636007827788649,344
POST00000833,9.7,30.0,576,1024,0.5625,291
POST00000698,41.63333333333333,30.0,576,1024,0.5625,1249
POST00003134,20.5,30.0,576,1024,0.5625,615
POST00000905,51.051051051051054,29.97,576,1024,0.5625,1530
POST00000752,74.85,41.02872411489646,576,1024,0.5625,3071
POST00000911,31.016666666666666,60.0,576,1024,0.5625,1861
POST00000903,10.933333333333334,60.0,576,1024,0.5625,656
POST00000791,57.3,30.0,720,1280,0.5625,1719
POST00002887,24.3,30.0,576,1024,0.5625,729
POST00000842,15.433333333333334,30.0,576,1024,0.5625,463
POST00000808,60.46666666666667,30.0,576,1024,0.5625,1814
POST00000904,61.03333333333333,30.0,576,1024,0.5625,1831
POST00000806,8.433333333333334,30.0,576,1018,0.5658153241650294,253
POST00000769,12.233333333333333,30.0,576,1024,0.5625,367
POST00000897,168.4,30.0,576,1024,0.5625,5052
POST00000834,15.383333333333335,50.24918743228602,576,1024,0.5625,773
POST00000596,48.61666666666667,60.0,576,1024,0.5625,2917
POST00001037,31.2645979312646,29.97,576,1024,0.5625,937
POST00000812,60.0,60.0,576,1024,0.5625,3600
POST00003506,10.266666666666667,30.0,576,1024,0.5625,308
POST00002371,38.6,30.0,576,1024,0.5625,1158
POST00000419,25.0,30.0,576,1024,0.5625,750
POST00000474,58.56666666666667,30.0,576,1024,0.5625,1757
POST00003933,89.83333333333334,29.97773654916512,576,1024,0.5625,2693
POST00000266,14.433333333333334,30.0,576,1024,0.5625,433
POST00000045,67.1,30.0,576,1024,0.5625,2013
POST00000050,7.833333333333333,30.0,576,1024,0.5625,235
POST00000961,18.4,30.0,576,1024,0.5625,552
POST00001731,29.533333333333335,30.0,576,1024,0.5625,886
POST00001380,6.2,60.0,576,1024,0.5625,372
POST00000229,4.433333333333334,30.0,576,1024,0.5625,133
POST00000855,120.6,30.0,576,1024,0.5625,3618
POST00000077,28.695362028695364,29.97,576,1024,0.5625,860
POST00003590,112.03333333333333,30.0,576,1024,0.5625,3361
POST00003879,54.03333333333333,30.0,576,1024,0.5625,1621
POST00003280,12.133333333333333,30.0,576,1024,0.5625,364
POST00000218,64.44067796610169,59.0,576,1024,0.5625,3802
POST00001963,87.66666666666667,29.96577946768061,576,1024,0.5625,2627
POST00002691,160.73333333333332,30.0,576,1024,0.5625,4822
POST00003437,13.7,30.0,576,1024,0.5625,411
POST00002761,15.033333333333333,30.0,576,1024,0.5625,451
POST00002223,27.0,30.0,576,1024,0.5625,810
POST00002849,76.73333333333333,30.0,576,1024,0.5625,2302
POST00001099,13.966666666666667,30.0,576,1024,0.5625,419
POST00002375,96.93026359693027,29.97,576,1024,0.5625,2905
POST00003510,20.266666666666666,30.0,576,1024,0.5625,608
POST00003876,52.13333333333333,30.0,576,1024,0.5625,1564
POST00000502,23.1,30.0,540,960,0.5625,693
POST00003440,75.125,24.0,576,1024,0.5625,1803
POST00002287,25.966666666666665,29.15275994865212,576,1024,0.5625,757
POST00000279,30.597263930597265,29.97,576,1024,0.5625,917
POST00000117,47.13333333333333,30.0,540,960,0.5625,1414
POST00001624,11.866666666666667,30.0,576,1022,0.5636007827788649,356
POST00003778,10.366666666666667,30.0,576,1024,0.5625,311
POST00001812,58.7,30.0,576,1024,0.5625,1761
POST00003714,26.533333333333335,30.0,576,1024,0.5625,796
POST00003731,73.66666666666667,30.0,576,1024,0.5625,2210
POST00003572,18.6,30.0,576,1024,0.5625,558
POST00001274,12.733333333333333,30.0,576,1024,0.5625,382
POST00003847,60.0,30.0,576,1024,0.5625,1800
POST00001475,8.2,30.0,576,1024,0.5625,246
POST00001028,42.9,30.0,576,1024,0.5625,1287
POST00000456,36.63333333333333,30.0,576,1024,0.5625,1099
POST00001592,49.06666666666667,30.0,576,1024,0.5625,1472
POST00002163,110.8,30.0,576,1024,0.5625,3324
POST00000885,10.15,60.0,576,1024,0.5625,609
POST00002350,12.033333333333333,30.0,576,1024,0.5625,361
POST00000127,41.4,30.0,576,1024,0.5625,1242
POST00000898,9.3,60.0,576,1024,0.5625,558
POST00001269,15.533333333333333,30.0,576,1024,0.5625,466
POST00002564,117.8,60.0,576,1024,0.5625,7068
POST00001595,144.21666666666667,59.902923841442274,576,1024,0.5625,8639
POST00000643,41.166666666666664,30.0,576,1024,0.5625,1235
POST00000018,9.533333333333333,30.0,576,1024,0.5625,286
POST00000212,15.033333333333333,30.0,576,1024,0.5625,451
POST00002586,58.06666666666667,30.0,576,1024,0.5625,1742
POST00001231,77.13333333333334,30.0,576,1024,0.5625,2314
POST00000850,54.0,30.0,576,1024,0.5625,1620
POST00003161,48.5,23.917525773195877,576,1022,0.5636007827788649,1160
POST00002130,50.11666666666667,30.109743930828067,576,1024,0.5625,1509
POST00003697,46.96666666666667,30.0,576,1024,0.5625,1409
POST00002346,43.333333333333336,30.0,576,1024,0.5625,1300
POST00000130,15.0,30.0,540,960,0.5625,450
POST00002405,48.46513179846513,57.15449225473322,576,1022,0.5636007827788649,2770
POST00000679,43.833333333333336,30.0,576,1024,0.5625,1315
POST00000765,22.166666666666668,30.0,576,1024,0.5625,665
POST00001409,59.03333333333333,30.0,576,1024,0.5625,1771
POST00002263,29.966666666666665,30.0,576,1024,0.5625,899
POST00002776,15.066666666666666,29.93362831858407,576,1024,0.5625,451
POST00002730,6.433333333333334,30.0,576,1024,0.5625,193
POST00002798,37.7,30.0,576,1024,0.5625,1131
POST00002601,21.633333333333333,30.0,1024,576,1.7777777777777777,649
POST00002787,215.84918251584918,29.97,576,1024,0.5625,6469
POST00000079,138.46666666666667,30.0,576,1024,0.5625,4154
POST00002206,9.966666666666667,30.0,576,1024,0.5625,299
POST00000992,105.375,24.0,576,1024,0.5625,2529
POST00003527,45.666666666666664,30.0,576,576,1.0,1370
POST00003045,109.96,25.0,576,1024,0.5625,2749
POST00003666,47.9,30.0,576,1024,0.5625,1437
POST00001736,21.0,30.0,360,490,0.7346938775510204,630
POST00003332,15.666666666666668,29.80851063829787,576,1024,0.5625,467
POST00002728,5.483333333333333,60.0,576,1024,0.5625,329
POST00003060,5.133333333333334,30.0,576,1024,0.5625,154
POST00002809,13.133333333333335,26.80203045685279,576,1024,0.5625,352
POST00001268,8.022194738777284,29.293729166666665,576,1024,0.5625,235
POST00003404,27.366666666666667,30.0,576,1024,0.5625,821
POST00002597,28.466666666666665,29.75409836065574,576,1024,0.5625,847
POST00000864,9.633333333333333,30.0,576,1024,0.5625,289
POST00002260,8.333333333333334,30.0,576,1024,0.5625,250
POST00000086,32.1654988321655,29.97,576,1024,0.5625,964
POST00001272,9.733333333333333,30.0,576,1024,0.5625,292
POST00003514,305.1666666666667,30.0,576,1024,0.5625,9155
POST00002312,8.0,30.0,576,1024,0.5625,240
POST00002397,13.513513513513514,29.97,576,1024,0.5625,405
POST00003523,18.366666666666667,30.0,576,1024,0.5625,551
POST00000804,60.21052631578948,35.92395104895105,576,1024,0.5625,2163
POST00000648,60.0266933600267,29.97,576,1024,0.5625,1799
POST00003576,49.5,30.0,576,1024,0.5625,1485
POST00002280,7.766666666666667,30.0,576,1024,0.5625,233
POST00003082,26.933333333333334,29.925742574257427,576,1024,0.5625,806
POST00002886,9.266666666666667,30.0,576,1024,0.5625,278
POST00000267,23.590256923590257,59.94,576,1024,0.5625,1414
POST00001747,18.6,30.0,576,1024,0.5625,558
POST00003234,6.433333333333334,30.0,576,1024,0.5625,193
POST00003650,29.833333333333332,30.0,576,1024,0.5625,895
POST00001197,17.433333333333334,30.0,576,1024,0.5625,523
POST00001198,24.0,30.0,576,1024,0.5625,720
POST00003028,45.8,29.890829694323145,576,1024,0.5625,1369
POST00002174,67.41666666666667,24.0,576,1024,0.5625,1618
POST00002446,29.9,30.0,576,1024,0.5625,897
POST00002706,60.4,30.0,576,1024,0.5625,1812
POST00003745,57.93333333333333,30.0,576,1024,0.5625,1738
POST00000705,8.166666666666666,30.0,576,1024,0.5625,245
POST00000356,219.63333333333333,30.0,576,1024,0.5625,6589
POST00001774,99.2,50.0,576,1024,0.5625,4960
POST00001414,16.233333333333334,60.0,576,1024,0.5625,974
POST00000380,89.13333333333334,30.0,540,960,0.5625,2674
POST00001015,52.0,60.0,576,1024,0.5625,3120
POST00003773,42.96666666666667,30.0,576,1024,0.5625,1289
POST00000372,9.133333333333333,30.0,576,1024,0.5625,274
POST00001547,22.416666666666668,60.0,576,1024,0.5625,1345
POST00001017,6.55,60.0,576,1024,0.5625,393
POST00001568,50.833333333333336,29.96065573770492,576,1024,0.5625,1523
POST00003642,268.23333333333335,30.0,576,1024,0.5625,8047
POST00002196,178.26666666666668,30.0,576,1024,0.5625,5348
POST00001526,600.0,30.0,1024,576,1.7777777777777777,18000
POST00001305,121.1,30.0,576,1024,0.5625,3633
POST00000281,29.44,25.0,576,1024,0.5625,736
POST00000343,27.366666666666667,30.0,576,1024,0.5625,821
POST00000065,15.066666666666666,30.0,576,1024,0.5625,452
POST00002133,6.35,31.811023622047244,576,1024,0.5625,202
POST00000814,9.666666666666666,30.0,576,1024,0.5625,290
POST00000982,7.966666666666667,30.0,576,1010,0.5702970297029702,239
POST00000425,15.033333333333333,30.0,576,1024,0.5625,451
POST00002679,11.5,30.0,576,1024,0.5625,345
POST00001875,7.4,60.0,576,1024,0.5625,444
POST00002868,38.96666666666667,30.0,576,1024,0.5625,1169
POST00001369,83.16,25.0,576,1024,0.5625,2079
POST00002379,248.1,30.0,576,1024,0.5625,7443
POST00002851,7.841174507841175,29.97,576,1024,0.5625,235
POST00001159,25.066666666666666,30.0,1024,576,1.7777777777777777,752
POST00002843,8.833333333333334,30.0,576,1024,0.5625,265
POST00003717,220.3,30.0,576,1024,0.5625,6609
POST00003451,41.24958291624959,23.976,576,1024,0.5625,989
POST00003231,72.13333333333334,30.0,576,1024,0.5625,2164
POST00001134,29.466666666666665,30.0,576,1024,0.5625,884
POST00002217,31.4647981314648,29.97,576,1024,0.5625,943
POST00000644,13.380046713380047,29.97,576,1024,0.5625,401
POST00000893,7.2,30.0,576,1024,0.5625,216
POST00002143,58.99232565899233,29.97,576,1024,0.5625,1768
POST00000881,13.046379713046381,29.97,576,1024,0.5625,391
POST00002701,7.633333333333334,30.0,576,1024,0.5625,229
POST00002197,46.7,30.0,576,1024,0.5625,1401
POST00000995,16.533333333333335,60.0,576,1024,0.5625,992
POST00001519,12.266666666666667,30.0,576,1024,0.5625,368
POST00003329,12.933333333333334,30.0,576,1024,0.5625,388
POST00003295,23.9,30.0,576,1024,0.5625,717
POST00000912,25.8,30.0,576,1024,0.5625,774
POST00002812,18.516666666666666,30.351035103510352,576,1024,0.5625,562
POST00001178,19.733333333333334,60.0,576,1024,0.5625,1184
POST00001316,20.0,30.0,480,852,0.5633802816901409,600
POST00001608,14.166666666666666,30.0,576,1024,0.5625,425
POST00000932,17.0,30.0,480,852,0.5633802816901409,510
POST00000819,19.533333333333335,30.0,576,1024,0.5625,586
POST00001825,7.333333333333333,30.0,576,1024,0.5625,220
POST00001390,15.033333333333333,30.0,576,1130,0.5097345132743363,451
POST00003789,9.333333333333334,30.0,576,1024,0.5625,280
POST00001411,20.366666666666667,30.0,576,1024,0.5625,611
POST00002138,35.06367617073904,29.917,576,1024,0.5625,1049
POST00002104,8.641975308641976,29.97,576,1022,0.5636007827788649,259
POST00000449,83.46666666666667,30.0,576,1024,0.5625,2504
POST00003282,18.4,30.0,576,1024,0.5625,552
POST00002528,16.766666666666666,30.0,576,1024,0.5625,503
POST00002952,11.666666666666666,30.0,576,1024,0.5625,350
POST00003066,44.7,30.380313199105146,576,1024,0.5625,1358
POST00000108,10.733333333333333,30.0,576,1024,0.5625,322
POST00001527,11.933333333333334,30.0,576,1024,0.5625,358
POST00003019,41.46666666666667,30.0,576,1024,0.5625,1244
POST00000764,71.2,30.0,576,1024,0.5625,2136
POST00000330,51.06666666666667,30.0,576,1024,0.5625,1532
POST00002681,64.4310977644311,29.97,576,1024,0.5625,1931
POST00000259,7.587659190426848,15.024396475770924,576,1024,0.5625,114
POST00001375,46.6,30.0,576,1024,0.5625,1398
POST00003716,15.933333333333334,30.0,576,1024,0.5625,478
POST00000398,27.666666666666664,24.93975903614458,576,1024,0.5625,690
POST00002365,8.541875208541876,29.97,576,1024,0.5625,256
POST00000397,15.371031825661195,24.917,576,1024,0.5625,383
POST00000401,29.166666666666668,30.0,576,1024,0.5625,875
POST00003250,68.63333333333333,33.555123846527444,576,1024,0.5625,2303
POST00003423,59.03333333333333,29.94918125352908,576,1024,0.5625,1768
POST00002862,15.398732065398733,26.625568797399783,576,1024,0.5625,410
POST00001491,56.36666666666667,30.0,576,1024,0.5625,1691
POST00002203,32.3,30.0,576,1024,0.5625,969
POST00002534,20.5,29.804878048780488,576,1024,0.5625,611
POST00003038,166.73333333333332,59.8500599760096,576,1024,0.5625,9979
POST00003997,6.666666666666667,30.0,576,1024,0.5625,200
