pid,file_size_bytes,file_exists
POST00000896,1658265,True
POST00000720,527843,True
POST00000624,5803638,True
POST00000418,2884336,True
POST00000655,5425029,True
POST00000747,1683557,True
POST00000858,2896778,True
POST00000179,6282208,True
POST00000152,2865016,True
POST00000189,4538402,True
POST00000619,2320443,True
POST00001357,3637875,True
POST00003853,1566895,True
POST00001857,2652324,True
POST00001339,1038773,True
POST00001141,4041558,True
POST00001295,3103566,True
POST00001249,3541515,True
POST00001225,25791681,True
POST00003970,10641779,True
POST00001443,1056046,True
POST00003851,1561608,True
POST00003913,1014559,True
POST00002914,3857809,True
POST00001397,1372417,True
POST00003500,2878119,True
POST00000862,1064940,True
POST00000751,753420,True
POST00002988,3714751,True
POST00001203,3719408,True
POST00003289,5943824,True
POST00003954,459968,True
POST00003620,1921196,True
POST00002757,2664736,True
POST00000728,2976231,True
POST00003849,1615698,True
POST00002746,433819,True
POST00003337,5650094,True
POST00003203,8349986,True
POST00003248,7746919,True
POST00003242,2722191,True
POST00003185,7475968,True
POST00002995,8944992,True
POST00000628,13104982,True
POST00003055,8503526,True
POST00003898,663342,True
POST00001064,1943945,True
POST00001283,1272394,True
POST00002222,3232862,True
POST00002420,2014113,True
POST00001031,2533150,True
POST00000987,3328320,True
POST00001334,5731677,True
POST00001558,4683125,True
POST00001517,5502805,True
POST00000900,2157864,True
POST00003023,29118403,True
POST00001582,4766826,True
POST00003992,9118818,True
POST00003593,9061755,True
POST00002368,20076353,True
POST00000610,3167978,True
POST00002292,850713,True
POST00001986,9392539,True
POST00001570,2542922,True
POST00001352,1285071,True
POST00002435,728628,True
POST00002430,720978,True
POST00002442,699984,True
POST00003999,19820014,True
POST00001039,2179327,True
POST00002975,936180,True
POST00003344,3461228,True
POST00001053,138367,True
POST00001854,1882080,True
POST00001636,7036193,True
POST00002020,2113808,True
POST00003758,1722843,True
POST00002850,3636489,True
POST00002877,4981475,True
POST00001217,4536451,True
POST00003147,921707,True
POST00001431,684311,True
POST00001637,5907900,True
POST00001505,1121852,True
POST00002179,5452524,True
POST00003401,1144712,True
POST00003845,1533067,True
POST00000710,2137487,True
POST00001756,5355871,True
POST00000892,2572326,True
POST00001177,621386,True
POST00002235,6654095,True
POST00001641,8067918,True
POST00001763,7457924,True
POST00003582,2429613,True
POST00002119,12400901,True
POST00002646,768316,True
POST00000061,5597787,True
POST00002383,2117880,True
POST00000860,21893665,True
POST00001990,2251048,True
POST00001730,257938,True
POST00002306,2863377,True
POST00003702,11115901,True
POST00001386,631496,True
POST00002587,1042227,True
POST00002893,5228432,True
POST00002467,628384,True
POST00002455,2284586,True
POST00001768,215721,True
POST00000191,1612563,True
POST00001337,5429553,True
POST00001955,1800500,True
POST00000010,1348770,True
POST00001025,1618126,True
POST00002212,3084760,True
POST00000168,1562313,True
POST00003277,841922,True
POST00002024,2252195,True
POST00002168,3245046,True
POST00000859,2508194,True
POST00003077,5109568,True
POST00002257,3743359,True
POST00000044,5512111,True
POST00002986,4135016,True
POST00002348,208547,True
POST00002889,44657212,True
POST00000295,12172686,True
POST00001718,23377232,True
POST00000944,4502938,True
POST00002017,2198685,True
POST00000422,10001695,True
POST00000197,4187196,True
POST00000382,2768110,True
POST00003505,29060892,True
POST00002034,9820104,True
POST00002558,4340977,True
POST00003235,2333201,True
POST00000606,4960998,True
POST00000115,3749789,True
POST00003803,5856512,True
POST00001896,5561103,True
POST00002922,1042390,True
POST00003940,12657025,True
POST00003646,1775801,True
POST00001193,1003203,True
POST00002864,784761,True
POST00000486,1264261,True
POST00003202,4059611,True
POST00002256,356918,True
POST00003209,10731862,True
POST00001795,2557938,True
POST00000411,1434882,True
POST00001886,1644520,True
POST00000754,2741419,True
POST00002802,5320574,True
POST00003052,5601709,True
POST00001616,1513090,True
POST00003996,2177902,True
POST00002285,5242603,True
POST00002497,10342028,True
POST00003263,5086336,True
POST00002509,3903695,True
POST00000511,3884769,True
POST00000840,9920799,True
POST00003051,939592,True
POST00002624,13873935,True
POST00003261,4166499,True
POST00004000,1799180,True
POST00003198,2317377,True
POST00001122,363659,True
POST00000884,8275944,True
POST00001304,21783168,True
POST00000594,7265043,True
POST00000097,4752697,True
POST00003627,14479566,True
POST00000085,8013081,True
POST00001092,251209,True
POST00001711,39640373,True
POST00003322,4224782,True
POST00001680,7102592,True
POST00002820,1680694,True
POST00003273,6541307,True
POST00000244,9961472,True
POST00001781,601475,True
POST00000938,1513558,True
POST00000615,5098286,True
POST00003777,1116729,True
POST00003426,3315382,True
POST00002931,8872419,True
POST00000034,12617117,True
POST00002918,3714092,True
POST00000952,564704,True
POST00000171,1285359,True
POST00002695,3001216,True
POST00000159,4472409,True
POST00000194,720752,True
POST00003458,9771902,True
POST00000929,890118,True
POST00003648,2306789,True
POST00001838,14276139,True
POST00003957,1488497,True
POST00000734,1302976,True
POST00001331,3582981,True
POST00003312,3332811,True
POST00003156,647182,True
POST00001019,2483738,True
POST00001594,4119792,True
POST00001377,3868852,True
POST00000562,3324731,True
POST00001589,1524090,True
POST00001023,530822,True
POST00001973,2695072,True
POST00001581,4435430,True
POST00000586,680389,True
POST00001893,8314514,True
POST00000173,2487413,True
POST00001394,6354341,True
POST00002093,7964484,True
POST00001427,3586946,True
POST00003544,16282842,True
POST00003836,3322958,True
POST00001466,69098406,True
POST00000810,4358016,True
POST00003959,2877118,True
POST00003920,11117436,True
POST00000276,1585290,True
POST00003191,20490371,True
POST00003484,811509,True
POST00002211,14696175,True
POST00002807,1445038,True
POST00000618,1504703,True
POST00003403,2563626,True
POST00003064,2660189,True
POST00003670,13277568,True
POST00003262,13739812,True
POST00001947,3138279,True
POST00003399,19422804,True
POST00001573,916850,True
POST00003537,10670539,True
POST00000124,992796,True
POST00000604,805695,True
POST00001166,535192,True
POST00000286,942981,True
POST00003539,4971989,True
POST00000581,4835078,True
POST00000515,15880942,True
POST00002540,38325003,True
POST00001480,7810008,True
POST00001454,4388283,True
POST00001282,1283309,True
POST00002822,26063285,True
POST00002869,2862268,True
POST00002734,9157024,True
POST00003394,16056984,True
POST00000497,4321389,True
POST00001820,1629579,True
POST00000690,6247684,True
POST00000503,4503983,True
POST00002658,815078,True
POST00000362,935171,True
POST00003095,11631418,True
POST00000211,3595954,True
POST00002846,970629,True
POST00000424,6939156,True
POST00001942,19132072,True
POST00002190,1352669,True
POST00000922,5491515,True
POST00001760,8566841,True
POST00002980,1862961,True
POST00000368,10500244,True
POST00001907,23251385,True
POST00000907,941614,True
POST00003533,4520948,True
POST00002415,1662237,True
POST00002566,2250118,True
POST00001402,8479215,True
POST00003546,1002674,True
POST00003767,2207228,True
POST00001320,2689727,True
POST00003047,8647724,True
POST00000760,2222684,True
POST00000815,3159714,True
POST00000375,11376193,True
POST00000761,1992799,True
POST00002227,10387364,True
POST00003176,15891237,True
POST00000088,7461129,True
POST00002213,4049861,True
POST00002974,1759371,True
POST00002039,2958808,True
POST00002369,9116851,True
POST00001062,1571577,True
POST00002977,4825755,True
POST00002968,12974074,True
POST00000496,20367242,True
POST00003017,26768446,True
POST00002343,14147576,True
POST00003342,21344146,True
POST00001651,23427271,True
POST00002993,4448833,True
POST00001902,15192854,True
POST00002396,26419264,True
POST00003973,14729934,True
POST00003807,40637775,True
POST00002880,2383431,True
POST00000732,1019767,True
POST00000264,4667814,True
POST00001434,3025674,True
POST00003928,4384242,True
POST00001307,9721269,True
POST00001924,9632485,True
POST00003485,3145622,True
POST00002165,666100,True
POST00002484,169425,True
POST00001979,191817,True
POST00001659,1487789,True
POST00002551,19182488,True
POST00002075,4496511,True
POST00000831,6789056,True
POST00003768,43741444,True
POST00003192,1488607,True
POST00001748,1812586,True
POST00000002,10959294,True
POST00001843,8452993,True
POST00000634,19494354,True
POST00003395,26746169,True
POST00002960,4541285,True
POST00000798,6103744,True
POST00001270,5295844,True
POST00000578,6509746,True
POST00002303,5720414,True
POST00002651,10517468,True
POST00002322,5207608,True
POST00001972,628128,True
POST00000680,1108907,True
POST00001883,1167995,True
POST00001995,2917361,True
POST00000829,2445281,True
POST00000256,1380941,True
POST00000225,6919257,True
POST00002102,1034017,True
POST00000036,4718745,True
POST00002588,1634203,True
POST00001910,8912115,True
POST00001479,3212731,True
POST00001497,11223736,True
POST00003449,29344470,True
POST00001392,1116983,True
POST00003866,6667023,True
POST00002176,2651721,True
POST00000768,3796765,True
POST00003815,1208634,True
POST00000833,1700031,True
POST00000698,7342580,True
POST00003134,5443649,True
POST00000905,8537163,True
POST00000752,17036163,True
POST00000911,7584823,True
POST00000903,1500891,True
POST00000791,8467965,True
POST00002887,3334005,True
POST00000842,3066163,True
POST00000808,5930322,True
POST00000904,14992656,True
POST00000806,921526,True
POST00000769,4412454,True
POST00000897,17722334,True
POST00000834,3658874,True
POST00000596,9076372,True
POST00001037,2023337,True
POST00000812,11994924,True
POST00003506,2315611,True
POST00002371,5508538,True
POST00000419,5504741,True
POST00000474,12456893,True
POST00003933,21262747,True
POST00000266,1621285,True
POST00000045,6536543,True
POST00000050,662387,True
POST00000961,2850178,True
POST00001731,3074046,True
POST00001380,3484398,True
POST00000229,562699,True
POST00000855,5512442,True
POST00000077,3622657,True
POST00003590,6003240,True
POST00003879,7234535,True
POST00003280,3069025,True
POST00000218,1424637,True
POST00001963,19267668,True
POST00002691,26588600,True
POST00003437,425594,True
POST00002761,802118,True
POST00002223,1047064,True
POST00002849,12541541,True
POST00001099,740975,True
POST00002375,9339502,True
POST00003510,1528372,True
POST00003876,9190326,True
POST00000502,5720827,True
POST00003440,12566836,True
POST00002287,3186538,True
POST00000279,2719100,True
POST00000117,7140649,True
POST00001624,1726775,True
POST00003778,948123,True
POST00001812,7395732,True
POST00003714,4310695,True
POST00003731,11070944,True
POST00003572,5492744,True
POST00001274,2207538,True
POST00003847,8294719,True
POST00001475,1631980,True
POST00001028,3723314,True
POST00000456,4524800,True
POST00001592,10496291,True
POST00002163,17123637,True
POST00000885,1596286,True
POST00002350,2423082,True
POST00000127,4063435,True
POST00000898,1950213,True
POST00001269,2758281,True
POST00002564,17161214,True
POST00001595,35960912,True
POST00000643,10390277,True
POST00000018,2304180,True
POST00000212,3738864,True
POST00002586,6502168,True
POST00001231,33857142,True
POST00000850,4529918,True
POST00003161,3481735,True
POST00002130,8509926,True
POST00003697,5287414,True
POST00002346,5936436,True
POST00000130,2142210,True
POST00002405,10661926,True
POST00000679,9053771,True
POST00000765,5258172,True
POST00001409,10143781,True
POST00002263,5827328,True
POST00002776,2860708,True
POST00002730,603799,True
POST00002798,4961610,True
POST00002601,1716593,True
POST00002787,9340470,True
POST00000079,19181097,True
POST00002206,257709,True
POST00000992,16706862,True
POST00003527,3555325,True
POST00003045,15987688,True
POST00003666,6709600,True
POST00001736,318624,True
POST00003332,690127,True
POST00002728,802738,True
POST00003060,363180,True
POST00002809,429398,True
POST00001268,1799345,True
POST00003404,5170395,True
POST00002597,2606068,True
POST00000864,1319497,True
POST00002260,568336,True
POST00000086,4000691,True
POST00001272,1815586,True
POST00003514,51984782,True
POST00002312,732224,True
POST00002397,2803738,True
POST00003523,3945873,True
POST00000804,30545422,True
POST00000648,7932428,True
POST00003576,5632706,True
POST00002280,708202,True
POST00003082,2752903,True
POST00002886,724173,True
POST00000267,6780825,True
POST00001747,3055522,True
POST00003234,765095,True
POST00003650,1390599,True
POST00001197,828286,True
POST00001198,625180,True
POST00003028,4229907,True
POST00002174,4536393,True
POST00002446,2746158,True
POST00002706,9050607,True
POST00003745,5049917,True
POST00000705,1436602,True
POST00000356,46350223,True
POST00001774,21349818,True
POST00001414,6136798,True
POST00000380,10716911,True
POST00001015,11284267,True
POST00003773,9120453,True
POST00000372,1754374,True
POST00001547,6566561,True
POST00001017,2185180,True
POST00001568,3596870,True
POST00003642,50196775,True
POST00002196,14977170,True
POST00001526,117285005,True
POST00001305,46647532,True
POST00000281,4297137,True
POST00000343,9296941,True
POST00000065,2409022,True
POST00002133,884253,True
POST00000814,836839,True
POST00000982,319257,True
POST00000425,2089398,True
POST00002679,1367553,True
POST00001875,822424,True
POST00002868,3461484,True
POST00001369,20639447,True
POST00002379,40457260,True
POST00002851,968681,True
POST00001159,2644281,True
POST00002843,1746979,True
POST00003717,6677404,True
POST00003451,6077165,True
POST00003231,14092993,True
POST00001134,4368307,True
POST00002217,4792477,True
POST00000644,1873860,True
POST00000893,1053254,True
POST00002143,9932905,True
POST00000881,2327140,True
POST00002701,601482,True
POST00002197,5897014,True
POST00000995,2207218,True
POST00001519,2285070,True
POST00003329,2260354,True
POST00003295,2115395,True
POST00000912,3829842,True
POST00002812,2020377,True
POST00001178,5312481,True
POST00001316,1207054,True
POST00001608,1343278,True
POST00000932,1224132,True
POST00000819,1671512,True
POST00001825,856178,True
POST00001390,2303720,True
POST00003789,1872818,True
POST00001411,2847289,True
POST00002138,8500875,True
POST00002104,1881936,True
POST00000449,11612910,True
POST00003282,2366105,True
POST00002528,3668536,True
POST00002952,2555940,True
POST00003066,9946411,True
POST00000108,2621096,True
POST00001527,3493206,True
POST00003019,6705823,True
POST00000764,14071452,True
POST00000330,10586273,True
POST00002681,8707961,True
POST00000259,808109,True
POST00001375,6198613,True
POST00003716,2381111,True
POST00000398,4682593,True
POST00002365,1268643,True
POST00000397,2539147,True
POST00000401,4793264,True
POST00003250,22315837,True
POST00003423,7618560,True
POST00002862,3240735,True
POST00001491,19071155,True
POST00002203,5937630,True
POST00002534,5410843,True
POST00003038,44118972,True
POST00003997,851063,True
POST00002738,4505609,True
POST00002572,4005834,True
POST00003068,3585397,True
POST00002705,5891648,True
POST00003167,3019355,True
POST00002095,16523482,True
POST00001864,1891967,True
POST00002966,6623151,True
POST00001926,2268598,True
POST00000774,16169122,True
POST00002412,14064569,True
POST00000091,7338953,True
POST00003448,786890,True
POST00002929,1121915,True
POST00001313,5809337,True
POST00002385,2230403,True
POST00003883,5159637,True
POST00002655,2208635,True
POST00002683,4515808,True
POST00002501,3381376,True
POST00002092,2538183,True
POST00002316,4279179,True
POST00003335,705281,True
POST00002663,1074501,True
POST00000870,19481524,True
POST00001176,3227250,True
POST00001609,19729293,True
POST00001049,4158993,True
POST00000296,2013201,True
POST00000945,3830948,True
POST00003044,1206694,True
POST00002786,22304808,True
POST00000727,6072231,True
POST00000160,3626191,True
POST00002939,7922627,True
POST00003911,3918529,True
POST00003469,22462365,True
POST00002341,4788596,True
POST00002080,8053235,True
POST00002273,13053246,True
POST00002218,5583345,True
POST00001703,3332130,True
POST00002195,11816691,True
POST00000243,12138913,True
POST00003852,2458550,True
POST00001556,46996737,True
POST00003872,3879416,True
POST00001694,34178122,True
POST00002123,21166097,True
POST00002011,8230398,True
POST00001790,7034150,True
POST00002482,5363410,True
POST00001417,24620903,True
POST00003723,2157168,True
POST00001888,16316374,True
POST00001599,9140366,True
POST00001022,4838926,True
POST00000763,5570216,True
POST00003144,18798384,True
POST00003029,3333140,True
POST00003993,2349651,True
POST00000960,2807637,True
POST00002483,4865833,True
POST00002366,13575690,True
POST00002580,5657045,True
POST00002826,5180666,True
POST00001406,11797274,True
POST00002973,13560878,True
POST00001835,1905529,True
POST00003499,10487373,True
POST00002719,4152564,True
POST00000748,1001539,True
POST00003241,626040,True
POST00002883,964690,True
POST00001827,7230911,True
POST00001250,3236624,True
POST00001291,5666873,True
POST00002638,8884331,True
POST00000023,1570870,True
POST00001588,7022243,True
POST00003848,9613017,True
POST00002171,9844590,True
POST00003936,10701134,True
POST00002148,2655239,True
POST00000506,3122850,True
POST00002648,6162075,True
POST00002053,6912037,True
POST00001488,60331975,True
POST00003683,4117665,True
POST00000851,3971483,True
POST00003117,4448821,True
POST00001870,6271447,True
POST00003690,2554990,True
POST00001441,4714982,True
POST00002389,3888156,True
POST00002087,11872428,True
POST00001442,8602215,True
POST00002735,3894091,True
POST00002750,2740048,True
POST00001602,9865402,True
POST00002771,3771540,True
POST00002872,6020479,True
POST00002863,9282374,True
POST00002874,4368243,True
POST00002503,4230523,True
POST00002188,12845462,True
POST00002532,4435613,True
POST00003011,7810157,True
POST00001757,3200891,True
POST00002388,1640550,True
POST00002049,2620732,True
POST00002302,5735024,True
POST00001929,3262004,True
POST00001753,12325123,True
POST00000453,903572,True
POST00001553,1309668,True
POST00001577,2378037,True
POST00001686,4641839,True
POST00000006,14269236,True
POST00000973,2494885,True
POST00000741,3878803,True
POST00001847,2357296,True
POST00003895,5917698,True
POST00003944,9524325,True
POST00003912,670935,True
POST00003360,5699769,True
POST00000670,8535986,True
POST00003703,2549644,True
POST00003672,995784,True
POST00000867,877577,True
POST00003783,2715954,True
POST00003661,5184128,True
POST00003067,22656357,True
POST00000697,9294868,True
POST00003416,4728497,True
POST00003689,3566064,True
POST00003353,2740452,True
POST00003986,912734,True
POST00002321,6661030,True
POST00001234,695799,True
POST00002084,12514813,True
POST00003885,2677170,True
POST00002452,6140737,True
POST00003681,8662782,True
POST00001639,1095589,True
POST00002338,3342773,True
POST00001965,1436725,True
POST00003048,3230422,True
POST00000504,17306845,True
POST00001988,10182808,True
POST00002120,1644074,True
POST00001473,2147610,True
POST00001531,1237645,True
POST00001173,1198640,True
POST00001180,1873668,True
POST00000625,3315409,True
POST00001207,1589551,True
POST00002641,1158654,True
POST00000668,1104628,True
POST00001366,11200997,True
POST00001423,9175808,True
POST00002059,1429900,True
POST00001563,1544388,True
POST00002210,5352113,True
POST00001292,26208509,True
POST00003881,6293683,True
POST00002486,6389157,True
POST00003356,1622112,True
POST00000699,4125694,True
POST00000726,8821632,True
POST00000724,4332734,True
POST00000687,8445359,True
POST00000647,4736826,True
POST00000685,1671656,True
POST00000649,10260798,True
POST00000693,729592,True
POST00000783,5254888,True
POST00000775,10074167,True
POST00000876,7545944,True
POST00000901,4171743,True
POST00000821,20213172,True
POST00000889,3318184,True
POST00000750,5976866,True
POST00000688,5510989,True
POST00000722,15818649,True
POST00000735,14348701,True
POST00003162,5041924,True
POST00000733,3065053,True
POST00003809,2618869,True
POST00003968,19679502,True
POST00000501,1891789,True
POST00001585,7936912,True
POST00001584,13820895,True
POST00003704,904810,True
POST00003352,2609072,True
POST00000473,1020294,True
POST00002919,4035843,True
POST00002530,8722410,True
POST00003090,1813494,True
POST00002769,5460588,True
POST00003172,5299254,True
POST00003709,1896424,True
POST00002216,3952673,True
POST00003629,32722267,True
POST00000192,2250977,True
POST00003557,1071741,True
POST00000626,6199796,True
POST00003296,67320941,True
POST00003775,12997908,True
POST00000492,12413838,True
POST00003899,1176214,True
POST00000227,7170024,True
POST00003534,11074790,True
POST00003862,4320671,True
POST00002525,25999309,True
POST00001713,19829717,True
POST00002178,15800690,True
POST00001865,7884428,True
POST00000412,1352807,True
POST00001821,8802549,True
POST00001957,4758761,True
POST00003058,2538382,True
POST00002398,1413652,True
POST00002029,17887480,True
POST00003938,5563072,True
POST00003301,6557767,True
POST00003917,1277870,True
POST00000686,1320572,True
POST00000708,21785020,True
POST00003786,1262251,True
POST00001771,595600,True
POST00000257,1085693,True
POST00002917,590059,True
POST00003765,1493478,True
POST00001920,1810804,True
POST00001832,1196371,True
POST00003762,1338382,True
POST00000528,123587374,True
POST00002965,489582,True
POST00001486,1845665,True
POST00001252,2172644,True
POST00000019,1800118,True
POST00002400,705900,True
POST00003372,544701,True
POST00001235,10155561,True
POST00003826,781822,True
POST00003371,1670296,True
POST00002649,332423,True
POST00001455,1784251,True
POST00001117,11777431,True
POST00001444,8240391,True
POST00000133,2733487,True
POST00000816,2259044,True
POST00002569,5545648,True
POST00000917,4497411,True
POST00002672,2832279,True
POST00000405,4787893,True
POST00001996,635456,True
POST00000802,1147041,True
POST00002037,6761360,True
POST00000980,814245,True
POST00002181,7100369,True
POST00000400,9427910,True
POST00003952,1144046,True
POST00003874,3283394,True
POST00003497,556454,True
POST00000570,1588145,True
POST00003900,7877541,True
POST00003985,9719594,True
POST00000582,14956133,True
POST00003956,504760,True
POST00003935,6746302,True
POST00002308,8946808,True
POST00000123,3388627,True
POST00003109,10288465,True
POST00000669,18964811,True
POST00001419,1193864,True
POST00002524,5265774,True
POST00002976,1980083,True
POST00003402,6156460,True
POST00003512,1713913,True
POST00003400,1083014,True
POST00003061,1621449,True
POST00003846,5846156,True
POST00001811,3537053,True
POST00000118,3326142,True
POST00003151,16800851,True
POST00003630,5562259,True
POST00001429,33629140,True
POST00000766,501345,True
POST00000910,22909407,True
POST00002549,11112813,True
POST00000875,2466223,True
POST00000847,5272466,True
POST00001656,11343502,True
POST00003033,14859166,True
POST00000928,9410149,True
POST00000664,157530,True
POST00003841,4203123,True
POST00000239,7657860,True
POST00000202,3216159,True
POST00000204,2493528,True
POST00000198,4060337,True
POST00000199,20097051,True
POST00000220,28259907,True
POST00000195,3272463,True
POST00000210,8865767,True
POST00000217,13911771,True
POST00000232,3585345,True
POST00000203,3058280,True
POST00000201,1674162,True
POST00000193,4345117,True
POST00000215,5256024,True
POST00003089,4453473,True
POST00002507,2138493,True
POST00002891,7887141,True
POST00002215,2325212,True
POST00003271,2593782,True
POST00003065,5943016,True
POST00003979,12137049,True
POST00000072,4703438,True
POST00000373,27261121,True
POST00001945,9363721,True
POST00001415,2040688,True
POST00003256,1784405,True
POST00002458,1510985,True
POST00001960,19075235,True
POST00001868,6077853,True
POST00001477,1394471,True
POST00001650,2172741,True
POST00003101,1409275,True
POST00001465,1703243,True
POST00002842,2647615,True
POST00001212,689932,True
POST00001347,2625577,True
POST00003545,1248779,True
POST00003659,1346147,True
POST00000820,2263471,True
POST00001285,2094065,True
POST00001796,480095,True
POST00000657,6384901,True
POST00001299,1599092,True
POST00001603,1979490,True
POST00002094,1687662,True
POST00000908,6611267,True
POST00000541,5286358,True
POST00002004,486003,True
POST00001605,606531,True
POST00001833,3211833,True
POST00003495,10172174,True
POST00000605,2230067,True
POST00003430,6569350,True
POST00000250,3543310,True
POST00001946,7107956,True
POST00002947,1985805,True
POST00002907,3856141,True
POST00003407,6175459,True
POST00002759,1045860,True
POST00001350,156564,True
POST00001855,3750997,True
POST00000247,3068714,True
POST00003609,42463302,True
POST00003190,16472417,True
POST00002014,10392434,True
POST00002140,44320459,True
POST00001806,19552279,True
POST00003398,8028632,True
POST00000636,4580117,True
POST00000811,6480067,True
POST00003904,286988,True
POST00000480,2247529,True
POST00000790,1383880,True
POST00000163,4460657,True
POST00000403,5099666,True
POST00002921,2777357,True
POST00000588,4561732,True
POST00000543,4499885,True
POST00000584,639947,True
POST00000566,3553481,True
POST00000575,2431489,True
POST00000585,7323791,True
POST00000454,9466707,True
POST00000593,1316471,True
POST00000579,8995052,True
POST00000555,2097086,True
POST00000491,2437666,True
POST00000466,5434051,True
POST00000475,5742254,True
POST00003998,12832010,True
POST00003880,13819873,True
POST00000706,20693668,True
POST00003982,2431469,True
POST00000580,1639290,True
POST00000853,5265561,True
POST00001807,48388257,True
POST00002291,1750980,True
POST00000505,14682788,True
POST00001666,398310,True
POST00003291,6087801,True
POST00001697,1182407,True
POST00001530,4045525,True
POST00003967,33468449,True
POST00002007,1481563,True
POST00002642,3248827,True
POST00003698,6183142,True
POST00003063,9077645,True
POST00002238,3765911,True
POST00000565,32051957,True
POST00001733,825026,True
POST00002940,15712292,True
POST00002675,1922949,True
POST00003149,682825,True
POST00000423,2973159,True
POST00002219,2077076,True
POST00003521,5317838,True
POST00002414,5064602,True
POST00001336,4387394,True
POST00002111,4856652,True
POST00001725,1121725,True
POST00002859,3682202,True
POST00003085,16752772,True
POST00003543,19962305,True
POST00000037,6504072,True
POST00002606,12984449,True
POST00003864,7276008,True
POST00003830,23967480,True
POST00001168,5462275,True
POST00003643,7840191,True
POST00002406,8429967,True
POST00002858,4350576,True
POST00000538,5825422,True
POST00001152,233371,True
POST00001447,12561541,True
POST00001708,8797592,True
POST00002325,8411577,True
POST00001679,3510351,True
POST00002824,6078896,True
POST00000095,4220251,True
POST00000155,4686631,True
POST00003547,7236997,True
POST00000181,8157692,True
POST00001583,10123757,True
POST00001343,9762036,True
POST00000185,3982972,True
POST00001649,2546200,True
POST00000021,18993445,True
POST00002627,8722814,True
POST00000180,18474584,True
POST00001844,3513927,True
POST00000546,8987353,True
POST00000794,11169280,True
POST00000879,5300389,True
POST00003461,1404491,True
POST00001830,7061119,True
POST00003037,207387,True
POST00003503,8458302,True
POST00003141,3715998,True
POST00001927,4168795,True
POST00002471,6477714,True
POST00003054,8166003,True
POST00002620,4161981,True
POST00003791,30235530,True
POST00002506,3098023,True
POST00001259,1684973,True
POST00001288,2970429,True
POST00000175,4254783,True
POST00001596,3692219,True
POST00001869,1417436,True
POST00003330,5925059,True
POST00001408,2978437,True
POST00003509,1066470,True
POST00000786,6232967,True
POST00001489,3569906,True
POST00001194,2041058,True
POST00001247,1902885,True
POST00003887,17048451,True
POST00000674,38624564,True
POST00002573,28475764,True
POST00002656,1487488,True
POST00003838,669868,True
POST00003255,4661616,True
POST00000291,8493008,True
POST00002844,3259984,True
POST00003688,4485485,True
POST00002363,14398456,True
POST00000921,460253,True
POST00001499,4069234,True
POST00001614,3925540,True
POST00003810,9135234,True
POST00003175,3418542,True
POST00000056,1026994,True
POST00003617,3275747,True
POST00000357,3103205,True
POST00002129,1008470,True
POST00000886,6160041,True
POST00000396,5862042,True
POST00000369,222125,True
POST00000950,1210687,True
POST00000560,1869288,True
POST00002840,530209,True
POST00002548,1617519,True
POST00001834,921542,True
POST00001746,1886704,True
POST00002485,23051685,True
POST00003908,824143,True
POST00000384,1394351,True
POST00000183,689187,True
POST00000539,1133179,True
POST00002557,2720941,True
POST00000067,650581,True
POST00000431,14552027,True
POST00003246,459085,True
POST00000167,11259684,True
POST00000567,12192975,True
POST00003508,757302,True
POST00003804,11723980,True
POST00001440,2160929,True
POST00001372,3757173,True
POST00001976,3705727,True
POST00002916,2091847,True
POST00002085,2169994,True
POST00003550,1900610,True
POST00000569,1460761,True
POST00002205,5687555,True
POST00000603,3365691,True
POST00002378,18530048,True
POST00002242,6493568,True
POST00003384,19854180,True
POST00001652,5537499,True
POST00001779,1725769,True
POST00002159,1439268,True
POST00001346,12231442,True
POST00001494,16853929,True
POST00002436,1621307,True
POST00002904,9611778,True
POST00003473,3907560,True
POST00003275,1030534,True
POST00002294,3244466,True
POST00003391,11927976,True
POST00002650,14227004,True
POST00003746,6248220,True
POST00001842,1806828,True
POST00001192,1826361,True
POST00001233,7624889,True
POST00000263,6417371,True
POST00001693,927071,True
POST00003270,3445585,True
POST00000931,645235,True
POST00002567,1509819,True
POST00003123,5507371,True
POST00000737,621532,True
POST00001578,2293898,True
POST00000718,788340,True
POST00003892,2008248,True
POST00003752,395813,True
POST00002791,2529051,True
POST00002997,3360680,True
POST00003706,1328897,True
POST00003678,27682600,True
POST00003705,58124256,True
POST00003613,19024853,True
POST00003429,27737438,True
POST00003856,32118550,True
POST00000463,2409309,True
POST00000662,2240743,True
POST00002881,7264927,True
POST00003691,32285070,True
POST00003583,2779199,True
POST00001874,26616644,True
POST00001600,19412637,True
POST00002677,17517184,True
POST00000316,11786440,True
POST00003397,21939975,True
POST00000038,2911583,True
POST00003201,1281488,True
POST00003383,178376,True
POST00003087,1460196,True
POST00001962,2945954,True
POST00002595,13497785,True
POST00002990,120144,True
POST00000969,11355533,True
POST00001298,3848930,True
POST00002317,33932972,True
POST00001545,2896739,True
POST00000073,3935768,True
POST00002991,3340842,True
POST00002237,13119197,True
POST00000729,2075174,True
POST00002050,6453164,True
POST00002480,8764678,True
POST00000947,3081766,True
POST00003568,12292002,True
POST00001378,2779318,True
POST00000891,2612892,True
POST00001363,1138437,True
POST00000461,1489490,True
POST00001974,5088043,True
POST00003753,1101492,True
POST00000146,2048901,True
POST00000128,3069309,True
POST00000143,1372377,True
POST00000299,9576329,True
POST00000144,621430,True
POST00000142,1721161,True
POST00000110,925941,True
POST00000166,433773,True
