pid,pred_blend,popularity
POST00002368,0.0,9.61
POST00000722,0.0,6.77
POST00003900,9.542535196214486,10.19
POST00001921,0.0,5.19
POST00003266,9.316581926247993,10.0
POST00000858,0.0,9.15
POST00003526,10.365793954787282,10.66
POST00001804,0.0,10.9
POST00001414,0.0,8.22
POST00001831,0.0,13.2
POST00003794,11.334704742282392,9.27
POST00001499,0.0,3.96
POST00002857,5.66887640589859,7.27
POST00002299,0.0,9.09
POST00001358,0.0,5.62
POST00003832,10.913058263061401,10.24
POST00001290,0.0,11.87
POST00000411,0.0,11.96
POST00000205,0.0,8.96
POST00002595,0.0,11.26
POST00002932,7.944855283354285,6.73
POST00002691,0.0,4.17
POST00002432,0.0,6.4
POST00000534,0.0,10.75
POST00002125,0.0,12.48
POST00000227,0.0,4.12
POST00002157,0.0,7.45
POST00003145,8.065339386532521,10.36
POST00001948,0.0,9.91
POST00002819,7.974232523549021,4.91
POST00001331,0.0,8.47
POST00002673,0.0,10.47
POST00003014,6.94849084967107,6.53
POST00000197,0.0,5.93
POST00001507,0.0,6.53
POST00000006,0.0,6.11
POST00003091,10.143186929638201,13.03
POST00001339,0.0,10.97
POST00002204,0.0,9.14
POST00002236,0.0,7.37
POST00001598,0.0,4.41
POST00003659,10.664172374008075,10.97
POST00003148,7.319656990231362,6.45
POST00003953,8.498314149030206,7.23
POST00002219,0.0,10.76
POST00003281,5.753773116875816,6.32
POST00000476,0.0,8.32
POST00003857,9.531054157992564,9.99
POST00002495,0.0,2.76
POST00001653,0.0,9.41
POST00000842,0.0,10.84
POST00001589,0.0,9.65
POST00003795,7.44497950595404,10.19
POST00001303,0.0,11.81
POST00003330,9.617823220220048,9.87
POST00002319,0.0,5.2
POST00002940,11.455982775021562,10.77
POST00000110,0.0,9.07
POST00002528,0.0,6.52
POST00001605,0.0,10.77
POST00000489,0.0,8.12
POST00003298,9.697788008089766,10.58
POST00003237,8.977537920835672,10.71
POST00000356,0.0,11.17
POST00003107,9.059408749443959,10.97
POST00001785,0.0,2.53
POST00000041,0.0,7.71
POST00000147,0.0,6.32
POST00000487,0.0,3.73
POST00002669,0.0,11.33
POST00003062,7.627133474261898,9.61
POST00002992,6.553747516650667,6.65
POST00001817,0.0,5.8
POST00001211,0.0,11.69
POST00001729,0.0,8.54
POST00001618,0.0,2.49
POST00003431,11.188307260719176,13.09
POST00000862,0.0,10.18
POST00000983,0.0,10.84
POST00002064,0.0,4.85
POST00000926,0.0,9.22
POST00000015,0.0,10.12
POST00002019,0.0,10.42
POST00003732,8.25119314125884,9.43
POST00003219,10.808902483484742,11.7
POST00003768,10.870260286441804,10.88
POST00000255,0.0,7.81
POST00003379,4.160915603092821,5.0
POST00003374,10.140942909147547,9.93
POST00002499,0.0,12.59
POST00003532,7.835689410009694,5.88
POST00001411,0.0,7.98
POST00002890,3.8961225267583064,2.13
POST00001798,0.0,4.09
POST00002357,0.0,9.57
POST00002059,0.0,6.54
POST00001485,0.0,8.43
POST00001445,0.0,9.49
POST00003749,9.805192319525029,9.12
POST00002134,0.0,7.16
POST00000191,0.0,9.59
POST00003424,8.418957548556177,9.58
POST00003263,3.405780989759741,2.77
POST00000699,0.0,8.68
POST00003355,10.28682624040624,11.42
POST00000461,0.0,10.2
POST00003064,11.190392143692849,10.02
POST00001265,0.0,8.06
POST00000236,0.0,5.74
POST00000287,0.0,6.21
POST00003913,9.866124113275355,11.54
POST00000386,0.0,4.39
POST00001665,0.0,2.55
POST00000052,0.0,10.94
POST00001979,0.0,4.69
POST00002936,2.975412046283977,1.54
POST00001342,0.0,6.05
POST00000966,0.0,13.17
POST00000975,0.0,10.29
POST00000626,0.0,9.03
POST00003917,7.209178629603064,9.65
POST00000193,0.0,8.62
POST00003276,9.954248483506497,8.39
POST00002994,10.203451132282384,10.54
POST00000211,0.0,7.94
POST00001362,0.0,5.73
POST00000409,0.0,8.67
POST00001846,0.0,11.58
POST00003553,8.333077443099818,6.63
POST00000855,0.0,4.79
POST00000398,0.0,4.29
POST00003577,8.950164343234045,8.41
POST00000831,0.0,11.36
POST00003889,10.289271285194383,10.13
POST00001611,0.0,7.8
POST00001224,0.0,10.06
POST00000571,0.0,2.15
POST00000376,0.0,9.57
POST00003358,10.307860452972372,9.83
POST00003791,11.066455215312347,9.97
POST00000347,0.0,3.27
POST00002054,0.0,7.11
POST00003140,6.462317059998551,3.62
POST00002387,0.0,9.19
POST00003402,10.485889339935035,11.73
POST00003016,10.78186273313619,11.09
POST00003819,10.203769577112922,12.53
POST00000891,0.0,10.36
POST00000027,0.0,12.1
POST00002919,8.15168618543591,9.25
POST00000258,0.0,8.45
POST00002131,0.0,13.22
POST00001347,0.0,9.67
POST00003842,7.078463710709294,7.05
POST00001457,0.0,9.6
POST00003247,9.777223273236704,8.5
POST00000632,0.0,11.7
POST00000176,0.0,8.23
POST00001037,0.0,12.17
POST00000156,0.0,2.59
POST00000340,0.0,7.03
POST00002974,9.127175587247326,8.79
POST00002347,0.0,4.07
POST00002714,0.0,7.65
POST00003418,10.490912522424377,9.8
POST00003439,11.274106638579232,12.46
POST00003978,10.042161158811744,7.14
POST00000385,0.0,4.7
POST00002685,0.0,5.59
POST00000585,0.0,11.79
POST00001493,0.0,12.57
POST00003234,10.732170473996598,11.37
POST00000628,0.0,3.56
POST00000919,0.0,11.13
POST00003642,8.858058063785045,7.13
POST00000241,0.0,4.07
POST00001734,0.0,7.76
POST00002435,0.0,2.85
POST00002391,0.0,12.5
POST00002448,0.0,4.22
POST00001681,0.0,8.91
POST00000555,0.0,8.6
POST00003144,8.687368707616038,7.12
POST00001893,0.0,7.66
POST00003492,9.483544502660413,7.88
POST00003121,4.729423811578206,2.82
POST00003531,9.339230713241498,11.4
POST00000434,0.0,7.55
POST00002267,0.0,11.05
POST00002594,0.0,2.69
POST00001989,0.0,8.88
POST00003454,11.349456599860627,9.75
POST00001337,0.0,4.25
POST00002566,0.0,12.95
POST00002913,8.429297708895401,6.41
POST00001447,0.0,12.57
POST00000084,0.0,8.7
POST00002785,6.600127390759919,4.93
POST00001690,0.0,1.96
POST00002227,0.0,5.47
POST00001779,0.0,5.55
POST00003969,8.784957160901486,6.88
POST00003738,8.965036459429317,11.33
POST00002246,0.0,11.0
POST00001428,0.0,9.17
POST00000618,0.0,9.96
POST00000217,0.0,8.03
POST00001250,0.0,7.5
POST00000412,0.0,5.31
POST00002490,0.0,8.18
POST00001336,0.0,11.59
POST00002895,10.221899365029051,11.0
POST00002343,0.0,7.23
POST00002920,9.204936777099308,10.88
POST00003946,10.051943174467892,10.39
POST00003693,9.58882921607872,10.26
POST00000306,0.0,10.22
POST00002977,10.016135430121325,9.12
POST00003253,9.384698961783958,4.09
POST00001232,0.0,3.26
POST00001374,0.0,10.69
POST00001861,0.0,8.09
POST00001207,0.0,2.36
POST00000058,0.0,4.51
POST00000608,0.0,8.32
POST00000767,0.0,9.71
POST00003342,8.776541553012818,7.97
POST00003180,7.099836393753495,9.24
POST00001126,0.0,8.44
POST00002626,0.0,12.51
POST00003110,8.33665904254179,7.04
POST00002663,0.0,12.31
POST00000633,0.0,3.92
POST00003314,6.911142915734523,7.42
POST00001074,0.0,10.84
POST00003677,8.853647181622152,10.05
POST00003961,6.209781837027429,5.96
POST00001188,0.0,2.02
POST00001877,0.0,9.47
POST00003410,7.582710577334785,5.67
POST00003896,9.690705176689194,9.72
POST00001642,0.0,3.07
POST00002658,0.0,2.19
POST00003257,9.242229832942485,12.46
POST00003245,9.276017230701129,10.94
POST00000866,0.0,8.22
POST00003670,9.714024518013181,7.83
POST00000545,0.0,11.09
POST00002847,9.063252903309188,9.01
POST00003204,9.223005386078391,7.43
POST00000067,0.0,6.33
POST00003230,6.4416455703327475,9.41
POST00002982,7.619329476407758,8.82
POST00002026,0.0,11.3
POST00003283,7.542002959590549,8.29
POST00000697,0.0,2.8
POST00003885,11.364656523289163,11.66
POST00003646,10.845996782834625,11.17
POST00001855,0.0,13.11
POST00002654,0.0,7.87
POST00001936,0.0,11.58
POST00003971,10.542595778702543,10.3
POST00003564,10.979162485848185,11.93
POST00003272,10.576761913230253,8.9
POST00000388,0.0,7.25
POST00002328,0.0,9.8
POST00000830,0.0,11.12
POST00002363,0.0,3.75
POST00001262,0.0,10.7
POST00002548,0.0,10.64
POST00000322,0.0,5.38
POST00000846,0.0,4.23
POST00001114,0.0,12.67
POST00001643,0.0,6.39
POST00000637,0.0,8.76
POST00003073,9.742192058203758,11.67
POST00001731,0.0,4.15
POST00003877,9.58363400958673,11.63
POST00003457,11.191412210378871,11.24
POST00002524,0.0,9.01
POST00000994,0.0,7.19
POST00002572,0.0,9.95
POST00002162,0.0,10.49
POST00003249,10.456118825231869,8.01
POST00003104,9.642384607404676,8.4
POST00003171,8.014757012303383,5.67
POST00001053,0.0,7.59
POST00000905,0.0,6.44
POST00003166,3.0994251616027757,4.33
POST00001754,0.0,10.23
POST00003651,8.791275580747385,10.17
POST00001141,0.0,10.42
POST00003943,8.812109317838262,11.51
POST00001436,0.0,4.63
POST00003127,7.608274202286568,8.62
POST00000847,0.0,12.78
POST00002860,9.859029867259368,10.39
POST00003067,6.549652080198118,7.58
POST00001871,0.0,6.53
POST00003767,10.132196443475113,13.03
POST00001421,0.0,10.42
POST00000851,0.0,8.02
POST00000011,0.0,2.42
POST00002353,0.0,11.79
POST00003661,4.868011232774221,5.15
POST00002066,0.0,9.16
POST00003106,11.379841546381385,10.83
POST00002412,0.0,9.35
POST00001898,0.0,10.13
POST00001298,0.0,12.16
POST00000790,0.0,8.32
POST00002865,7.699345080601139,9.1
POST00002079,0.0,5.61
POST00002526,0.0,11.49
POST00000370,0.0,9.04
POST00001662,0.0,6.9
POST00001381,0.0,10.25
POST00000184,0.0,7.79
POST00003559,9.256833541726184,12.24
POST00001291,0.0,5.51
POST00001203,0.0,9.7
POST00003305,9.37432299558271,9.52
POST00003626,9.559607716628781,9.87
POST00000418,0.0,7.57
POST00000965,0.0,11.11
POST00003303,8.376417350394073,8.96
POST00001704,0.0,6.93
POST00003260,5.5746522621479055,3.93
POST00001401,0.0,10.81
POST00002208,0.0,2.36
POST00003317,10.335542795846365,12.94
POST00001121,0.0,9.12
POST00003793,10.481734258965734,9.45
POST00001180,0.0,3.3
POST00001321,0.0,10.28
POST00003994,8.967030881009025,9.55
POST00003065,6.75655814598636,8.39
POST00003415,9.417231363806556,11.05
POST00001630,0.0,9.2
POST00001608,0.0,7.98
POST00001534,0.0,8.9
POST00003142,8.116479592230565,7.44
POST00003977,6.513046986467063,5.41
POST00002617,0.0,10.45
POST00002963,10.703993294744205,11.24
POST00000276,0.0,3.25
POST00000485,0.0,7.38
POST00001899,0.0,9.77
POST00002545,0.0,9.44
POST00000075,0.0,5.68
POST00001772,0.0,4.79
POST00003132,8.43965232255734,4.18
POST00003519,9.887042281091716,11.01
POST00001247,0.0,11.94
POST00000805,0.0,6.67
POST00001927,0.0,6.74
POST00000755,0.0,8.35
POST00002856,10.527209712359035,13.35
POST00002956,10.574935873556212,11.16
POST00002075,0.0,9.42
POST00002885,9.141854337257685,7.13
POST00001972,0.0,7.39
POST00003901,9.14100707576612,10.69
POST00001682,0.0,9.95
POST00000232,0.0,8.61
POST00001823,0.0,8.71
POST00000206,0.0,3.26
POST00003771,9.042782085732856,6.58
POST00003083,7.976948787512628,6.32
POST00001659,0.0,7.31
POST00001965,0.0,4.95
POST00001702,0.0,5.19
POST00000977,0.0,8.08
POST00003827,8.421164061703506,11.16
POST00003919,8.681509428389916,10.36
POST00001757,0.0,8.41
POST00003822,7.441407529526227,8.87
POST00000802,0.0,3.83
POST00003608,10.020999245043157,9.55
POST00000149,0.0,7.29
POST00003700,10.39200440268829,11.22
POST00000493,0.0,9.05
POST00001884,0.0,9.46
POST00001142,0.0,3.59
POST00000492,0.0,3.66
POST00000937,0.0,5.02
POST00000203,0.0,7.72
POST00002152,0.0,7.34
POST00002867,10.171320615823596,9.43
POST00001850,0.0,8.95
POST00000285,0.0,2.8
POST00002798,7.856971238812134,7.84
POST00001975,0.0,9.91
POST00003075,10.588950502697998,11.16
POST00000799,0.0,9.45
POST00000342,0.0,9.78
POST00001329,0.0,4.63
POST00001794,0.0,12.56
POST00002562,0.0,9.57
POST00002922,9.162507479100304,10.25
POST00000550,0.0,9.84
POST00001809,0.0,7.03
POST00001666,0.0,7.97
POST00001565,0.0,10.05
POST00003734,7.220518532837577,8.57
POST00003617,7.364005927695241,6.33
POST00002667,0.0,10.76
POST00001663,0.0,8.08
POST00002281,0.0,6.16
POST00000413,0.0,8.06
POST00000588,0.0,8.78
POST00000922,0.0,8.14
POST00001693,0.0,8.25
POST00002672,0.0,4.87
POST00000739,0.0,3.35
POST00000570,0.0,9.23
POST00001152,0.0,5.17
POST00002025,0.0,12.66
POST00000016,0.0,5.83
POST00003061,8.506618453746686,7.3
POST00000420,0.0,9.85
POST00001364,0.0,4.8
POST00001415,0.0,3.25
POST00001065,0.0,9.97
POST00000882,0.0,12.65
POST00001456,0.0,3.47
POST00003456,6.944821839738266,7.81
POST00001197,0.0,2.64
POST00001285,0.0,10.97
POST00003893,8.702799565807098,6.82
POST00002270,0.0,7.78
POST00001151,0.0,10.52
POST00001988,0.0,9.09
POST00001054,0.0,6.88
POST00001010,0.0,7.65
POST00001568,0.0,3.82
POST00001760,0.0,7.28
POST00000620,0.0,5.06
POST00001049,0.0,10.02
POST00003613,9.85865607668209,9.75
POST00001889,0.0,7.08
POST00001215,0.0,8.52
POST00001471,0.0,8.86
POST00003441,8.69887869387469,8.87
POST00003596,8.956553734266734,9.65
POST00001071,0.0,3.41
POST00000833,0.0,7.08
POST00001940,0.0,7.49
POST00000557,0.0,9.26
POST00002677,0.0,5.41
POST00002105,0.0,7.97
POST00001062,0.0,12.23
POST00000445,0.0,4.62
POST00001286,0.0,8.38
POST00003965,6.092836071915907,8.91
POST00003753,9.36362570868887,10.7
POST00002887,7.072586657255386,10.28
POST00000828,0.0,11.25
POST00002644,0.0,10.39
POST00002428,0.0,5.88
POST00003221,10.098927969680858,11.86
POST00000362,0.0,3.03
POST00003146,7.695804100250524,4.88
POST00000562,0.0,7.79
POST00002712,0.0,3.66
POST00000634,0.0,8.41
POST00002311,0.0,9.3
POST00001497,0.0,12.03
POST00002705,0.0,8.78
POST00000974,0.0,3.97
POST00002170,0.0,11.49
POST00001616,0.0,9.81
POST00001149,0.0,12.95
POST00001233,0.0,6.89
POST00002011,0.0,11.88
POST00001781,0.0,7.79
POST00002475,0.0,11.35
POST00002348,0.0,4.24
POST00000517,0.0,9.72
POST00003285,10.98602344933574,9.19
POST00000864,0.0,10.7
POST00003928,9.369098365871384,10.66
POST00000641,0.0,9.14
POST00002637,0.0,4.22
POST00003607,6.44601749611941,5.51
POST00000785,0.0,11.23
POST00000145,0.0,6.03
POST00003714,7.6266559452108496,5.83
POST00001842,0.0,6.84
POST00002921,8.269826603830428,10.84
POST00002871,7.879164458802221,3.14
POST00000349,0.0,3.73
POST00000432,0.0,4.22
POST00002081,0.0,9.75
POST00001575,0.0,9.68
POST00003612,10.130364401490029,9.52
POST00003557,5.443815804711542,9.95
POST00001267,0.0,4.52
POST00000338,0.0,11.64
POST00003096,6.653120540634889,9.17
POST00001349,0.0,7.2
POST00001098,0.0,10.97
POST00001793,0.0,6.78
POST00000339,0.0,4.9
POST00001563,0.0,7.86
POST00003914,8.867036016415671,5.77
POST00003191,9.352722189577442,8.29
POST00002633,0.0,11.14
POST00001426,0.0,5.68
POST00001354,0.0,6.97
POST00000566,0.0,10.25
POST00003844,9.410860544025494,11.93
POST00001103,0.0,11.61
POST00000222,0.0,9.94
POST00000551,0.0,5.85
POST00003246,11.488684032150077,11.54
POST00000281,0.0,4.88
POST00000212,0.0,6.54
POST00002239,0.0,7.7
POST00003391,9.21199824044894,9.26
POST00002947,9.364120170773464,8.06
POST00000025,0.0,10.9
POST00001758,0.0,5.85
POST00000136,0.0,6.25
POST00000395,0.0,7.0
POST00002964,6.890815092127024,6.69
POST00000783,0.0,8.05
POST00000252,0.0,10.43
POST00002264,0.0,10.29
POST00002670,0.0,6.84
POST00000796,0.0,5.52
POST00001031,0.0,9.22
POST00003570,9.079426853488544,8.9
POST00002039,0.0,8.41
POST00000824,0.0,9.94
POST00003897,9.710249823442116,11.06
POST00002838,10.125217862184408,9.1
POST00001864,0.0,7.39
POST00000807,0.0,8.96
POST00002655,0.0,10.64
POST00003380,10.70415554791349,10.12
POST00002719,0.0,7.4
POST00001849,0.0,8.23
POST00000625,0.0,2.26
POST00003747,9.186463508282475,9.11
POST00001165,0.0,10.23
POST00000019,0.0,2.98
POST00002150,0.0,3.64
POST00001503,0.0,3.71
POST00003187,10.26282052361802,10.22
POST00002010,0.0,3.92
POST00002811,10.319088029166947,9.97
POST00001249,0.0,8.42
POST00003941,8.072905371646161,10.51
POST00003581,9.707886958864098,11.61
POST00000845,0.0,3.91
POST00002331,0.0,10.88
POST00000008,0.0,7.89
POST00003053,7.586012983495669,12.15
POST00003396,7.288732696572943,9.41
POST00003352,11.138289416832036,8.9
POST00000024,0.0,6.83
POST00001435,0.0,11.66
POST00000267,0.0,11.53
POST00002923,9.10379031699837,8.83
POST00000309,0.0,5.4
POST00001836,0.0,10.07
POST00000836,0.0,7.32
POST00000190,0.0,9.71
POST00000678,0.0,8.94
POST00003404,9.702366232897313,11.76
POST00003122,4.264455822904922,3.67
POST00003117,7.476583501800211,6.17
POST00003548,6.313919596758111,5.68
POST00001926,0.0,11.71
POST00003488,9.927293433993817,10.78
POST00003643,10.601655885435399,12.62
POST00000575,0.0,8.92
POST00002976,8.505527604920728,11.07
POST00002648,0.0,2.82
POST00000068,0.0,6.54
POST00003444,7.586483639057338,8.05
POST00001865,0.0,10.27
POST00003397,9.112835587499163,12.36
POST00003669,10.104236293113896,10.59
POST00000414,0.0,9.59
POST00001835,0.0,2.87
POST00000712,0.0,8.61
POST00001489,0.0,9.83
POST00001521,0.0,2.03
POST00003043,7.290849278508241,9.83
POST00001764,0.0,4.11
POST00002114,0.0,6.46
POST00003336,10.566480135527513,11.08
POST00002942,10.914692530694065,10.74
POST00003876,6.6179816125304,5.11
POST00003887,9.739445976504683,8.76
POST00002875,7.859448447408871,8.48
POST00002966,8.276266723879843,8.81
POST00000427,0.0,3.52
POST00001592,0.0,9.67
POST00001968,0.0,10.27
POST00000126,0.0,9.03
POST00002574,0.0,8.38
POST00001947,0.0,10.47
POST00000627,0.0,7.49
POST00003739,7.601213451976793,6.95
POST00003243,9.283357093487048,5.16
POST00001490,0.0,10.03
POST00000337,0.0,10.38
POST00002045,0.0,8.7
POST00000381,0.0,3.58
POST00000656,0.0,10.64
POST00001564,0.0,4.97
POST00001004,0.0,6.71
POST00002415,0.0,10.66
POST00001316,0.0,1.4
POST00000760,0.0,13.19
POST00002180,0.0,2.32
POST00000214,0.0,5.02
POST00002082,0.0,11.68
POST00002507,0.0,9.94
POST00002226,0.0,6.26
POST00002040,0.0,10.62
POST00000936,0.0,11.94
POST00001443,0.0,7.73
POST00000419,0.0,9.66
POST00000378,0.0,11.76
POST00001003,0.0,4.9
POST00003173,6.385685266762019,2.37
POST00003888,9.184860752638839,8.54
POST00002118,0.0,9.53
POST00000676,0.0,10.0
POST00002642,0.0,7.19
POST00001369,0.0,5.48
POST00002784,11.049798959365429,10.62
POST00001591,0.0,12.3
POST00002935,10.155622921935468,9.7
POST00003812,10.251332596828703,10.58
POST00001675,0.0,6.08
POST00003286,9.510162296627396,11.88
POST00000237,0.0,8.9
POST00000576,0.0,8.96
POST00003904,7.911919930631382,5.38
POST00002106,0.0,10.08
POST00002461,0.0,12.23
POST00001559,0.0,8.59
POST00000213,0.0,12.26
POST00003213,6.6418965518452175,2.55
POST00001375,0.0,13.07
POST00003340,10.508967889777889,10.86
POST00003084,4.434509203324836,4.73
POST00000695,0.0,6.66
POST00002530,0.0,10.89
POST00003775,11.119336882467962,10.58
POST00000352,0.0,10.95
POST00003821,8.993016502606611,7.97
POST00002796,8.133249056132684,6.16
POST00001137,0.0,8.84
POST00002949,11.059986519088293,11.41
POST00003129,8.443975757793412,10.2
POST00001765,0.0,5.23
POST00001446,0.0,12.28
POST00001127,0.0,6.26
POST00000334,0.0,1.8
POST00001929,0.0,7.92
POST00001314,0.0,10.2
POST00000868,0.0,11.69
POST00002598,0.0,8.77
POST00003308,8.807713062906645,10.8
POST00000730,0.0,12.73
POST00002558,0.0,10.26
POST00002599,0.0,10.01
POST00001530,0.0,10.64
POST00003859,10.551922867246612,13.15
POST00001083,0.0,3.93
POST00001338,0.0,11.94
POST00001519,0.0,6.87
POST00000992,0.0,12.9
POST00003344,8.212904874726302,6.25
POST00002083,0.0,9.0
POST00003937,9.86850072201167,8.34
POST00000753,0.0,5.97
POST00002454,0.0,1.22
POST00000736,0.0,12.04
POST00001157,0.0,2.3
POST00000233,0.0,7.71
POST00002158,0.0,8.19
POST00002539,0.0,5.97
POST00001917,0.0,9.17
POST00000528,0.0,9.79
POST00002625,0.0,7.83
POST00003727,8.385124884156284,9.4
POST00002918,9.918786378962086,7.24
POST00001458,0.0,10.12
POST00000881,0.0,5.98
POST00000806,0.0,10.84
POST00002460,0.0,10.5
POST00000270,0.0,3.51
POST00001008,0.0,5.05
POST00003494,9.099263346711208,9.48
POST00002850,8.582776411553882,9.05
POST00002367,0.0,13.22
POST00003538,4.9164746405026705,3.85
POST00003100,5.865880782417927,5.59
POST00001284,0.0,10.65
POST00002946,9.330940246214329,11.9
POST00000804,0.0,2.85
POST00001297,0.0,6.3
POST00001577,0.0,2.16
POST00000023,0.0,8.13
POST00002505,0.0,1.62
POST00002396,0.0,7.11
POST00001720,0.0,7.12
POST00000399,0.0,8.52
POST00002092,0.0,10.23
POST00001202,0.0,8.82
POST00002479,0.0,12.38
POST00003108,8.247532598104227,10.32
POST00001449,0.0,8.91
POST00000484,0.0,5.82
POST00003672,3.839184556549184,3.99
POST00001081,0.0,8.41
POST00000883,0.0,3.13
POST00001967,0.0,5.75
POST00002037,0.0,4.9
POST00001046,0.0,7.33
POST00000865,0.0,9.73
POST00003070,11.023467172015762,12.78
POST00003516,9.29728039880666,8.67
POST00000458,0.0,11.17
POST00000086,0.0,8.67
POST00000523,0.0,8.96
POST00001130,0.0,11.85
POST00002986,4.803401067759207,4.67
POST00002590,0.0,11.73
POST00000441,0.0,9.58
POST00002326,0.0,12.8
POST00001953,0.0,9.05
POST00001015,0.0,8.33
POST00002168,0.0,9.64
POST00000480,0.0,8.86
POST00003036,5.296811175512129,6.28
POST00001289,0.0,8.11
POST00001680,0.0,5.24
POST00002006,0.0,8.44
POST00000823,0.0,10.83
POST00000890,0.0,10.1
POST00003135,11.214357872659049,9.02
POST00001368,0.0,10.96
POST00002364,0.0,8.67
POST00000647,0.0,7.94
POST00003881,10.09450717265712,8.27
POST00000998,0.0,5.55
POST00003621,10.616994204343689,8.35
POST00002250,0.0,7.02
POST00001596,0.0,10.71
POST00003721,10.41771814626356,8.26
POST00003200,9.002964168254833,5.52
POST00002172,0.0,7.69
POST00000278,0.0,11.42
POST00001980,0.0,7.14
POST00001699,0.0,11.08
POST00001186,0.0,11.39
POST00000593,0.0,10.86
POST00000038,0.0,5.8
POST00002302,0.0,9.43
POST00000873,0.0,12.93
POST00002060,0.0,4.2
POST00001718,0.0,4.14
POST00002014,0.0,9.08
POST00003731,11.003290272513368,9.49
POST00000512,0.0,12.26
POST00000083,0.0,13.35
POST00000410,0.0,8.18
POST00003606,8.562849748034154,5.49
POST00003964,9.368713174106519,9.31
POST00000709,0.0,8.16
POST00001073,0.0,8.88
POST00003169,8.805505585779292,10.83
POST00003576,3.353375765660731,2.7
POST00000894,0.0,11.43
POST00002618,0.0,7.05
POST00000137,0.0,4.24
POST00001326,0.0,6.11
POST00002465,0.0,13.06
POST00000502,0.0,5.94
POST00003527,10.890784572608812,10.33
POST00002951,10.177846232854748,10.34
POST00002038,0.0,5.41
POST00003655,5.654984194520749,7.92
POST00000743,0.0,10.65
POST00001006,0.0,10.76
POST00000958,0.0,8.81
POST00002831,7.405898978885628,4.53
POST00001506,0.0,9.75
POST00001657,0.0,12.15
POST00003856,8.963183056868521,7.06
POST00002830,9.523476091595143,9.39
POST00002209,0.0,9.71
POST00002899,6.699947024629646,3.47
POST00000553,0.0,4.04
POST00003502,9.794750837790568,10.76
POST00000682,0.0,8.94
POST00003012,6.590818740562468,7.27
POST00002036,0.0,3.0
POST00002792,8.68137281955821,3.96
POST00002748,0.0,6.91
POST00000711,0.0,5.94
POST00000328,0.0,7.22
POST00001095,0.0,4.53
POST00002494,0.0,2.85
POST00003968,7.720712708637748,7.19
POST00001385,0.0,10.57
POST00002565,0.0,5.21
POST00003926,8.465375531543517,3.34
POST00003090,10.317266925271198,12.68
POST00003051,2.9980405844138174,2.14
POST00003773,9.320917929329344,6.55
POST00001974,0.0,10.64
POST00000765,0.0,6.58
POST00003453,7.15089172229929,6.46
POST00003781,4.946410765160877,5.36
POST00003867,10.502195825923726,10.63
POST00000097,0.0,5.27
POST00001928,0.0,10.94
POST00001622,0.0,10.33
POST00003319,10.117010552863617,6.27
POST00003072,9.059533563562267,10.3
POST00003820,9.481955533714252,12.13
POST00001742,0.0,3.33
POST00002277,0.0,9.31
POST00000803,0.0,3.81
POST00001238,0.0,9.86
POST00001685,0.0,8.75
POST00000779,0.0,8.51
POST00000455,0.0,8.58
POST00001108,0.0,4.17
POST00001012,0.0,10.7
POST00000271,0.0,8.96
POST00002185,0.0,10.79
POST00002349,0.0,9.74
POST00003523,10.388428199918945,12.49
POST00000639,0.0,9.48
POST00001538,0.0,4.74
POST00003289,10.419928481082975,7.33
POST00000578,0.0,3.02
POST00001919,0.0,8.2
POST00001256,0.0,6.6
POST00002556,0.0,9.42
POST00002288,0.0,6.63
POST00003115,11.790040359167094,12.11
POST00002559,0.0,11.95
POST00002700,0.0,9.92
POST00003902,10.08908692665078,9.48
POST00002862,10.658703508524702,6.51
POST00001635,0.0,11.13
POST00002408,0.0,9.66
POST00003616,7.31453168709748,6.59
POST00000319,0.0,10.9
POST00001714,0.0,2.38
POST00002701,0.0,8.79
POST00001751,0.0,10.7
POST00001560,0.0,10.39
POST00002623,0.0,10.13
POST00003376,8.65617697988999,9.35
POST00002346,0.0,5.67
POST00001520,0.0,6.84
POST00000812,0.0,10.35
POST00000375,0.0,6.56
POST00003178,10.418565671316678,10.36
POST00002934,4.552530297992822,4.3
POST00000500,0.0,10.18
POST00002725,0.0,10.78
POST00002948,8.258084698478449,5.89
POST00003657,10.46870897448162,10.78
POST00003966,7.879626759432002,6.21
POST00001617,0.0,4.69
POST00003589,9.609207856735834,10.27
POST00001584,0.0,8.98
POST00000645,0.0,10.97
POST00002214,0.0,5.52
POST00001187,0.0,6.19
POST00003639,2.9843946864661826,1.97
POST00002088,0.0,11.57
POST00002289,0.0,11.92
POST00002900,10.5494424255355,10.19
POST00002596,0.0,10.78
POST00000121,0.0,12.01
POST00002715,0.0,9.91
POST00000228,0.0,4.49
POST00001243,0.0,11.05
POST00001155,0.0,4.44
POST00000333,0.0,10.44
POST00003318,9.65920020206701,7.95
POST00001782,0.0,10.1
POST00000542,0.0,11.65
POST00001824,0.0,9.35
POST00002601,0.0,3.19
POST00002699,0.0,10.54
POST00001191,0.0,12.41
POST00000326,0.0,8.14
POST00003316,9.052301825497516,10.71
POST00003493,9.414059421448709,6.84
POST00001894,0.0,8.76
POST00001271,0.0,9.65
POST00003561,9.273680471257324,7.65
POST00002960,5.281642060635338,4.81
POST00003040,8.844518972094429,8.35
POST00001647,0.0,8.47
POST00002797,8.854240408071462,4.34
POST00000784,0.0,5.98
POST00001803,0.0,6.73
POST00002423,0.0,8.41
POST00002404,0.0,11.96
POST00001759,0.0,8.26
